400   100   0.01
460   100   0.02
500   100   0.05
520   100   0.08 
540   100   0.12 
560   100   0.18 
580   100   0.27
600   100   0.43 
620   100   0.63 
640   100   0.98 
660   100   1.53
680   200   1.67 
720   200   3.64 
760   200   7.89 
800   200   15.24
 


 


 



 



