 104.0  20     100.0
 200.0  50   192.8 
 270.0  50   262.1
 360.0  100  348.0 
 500.0  100  483.4
 560.0  100   542.1 
 660.0  100   640.0 
 760.0  200   730.0 
 800.0  200  772.0 

 
 
  
 
  



 
